"ReleaseVersion","ArtifactRole","InfRelativePath","Server","StaticAssessment","CanonicalStaticAssessment","SelectedHardwareIdCount","AsPublishedHardwareIdCount","ProjectionHardwareIdCount","RuntimeCompatibility"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDISP\OV13B\WT64A\sensorOV13B.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDISP\OV13B\WT64A\sensorOV13B.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2019","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2022","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","13","13","13","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","13","13","13","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","13","13","13","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2019","REVIEW_REQUIRED","WdfRequirementReview","10","10","10","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","10","10","10","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","10","10","10","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbt.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2019","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2022","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBtAfd\WT64A\amdacpbtscoext\amdacpbtscoext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbus.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbus2.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacpbusext\amdacpbusext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2019","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2022","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPBus2\WT64A\amdacprgmext\amdacprgmext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","3","3","3","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpd.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpd.inf","Windows Server 2019","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpd.inf","Windows Server 2022","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpd.inf","Windows Server 2025","REVIEW_REQUIRED","WdfRequirementReview","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdcomp.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdcomp.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdcomp.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdcomp.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdext.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdext.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPHPd\WT64A\amdacphpdext.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","6","6","6","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPUsbAfd\WT64A\amdacpusb.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPUsbAfd\WT64A\amdacpusb.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPUsbAfd\WT64A\amdacpusb.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\ACPUsbAfd\WT64A\amdacpusb.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","4","4","4","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDABus\WT64A\amdhdaudbus.inf","Windows Server 2016","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDABus\WT64A\amdhdaudbus.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDABus\WT64A\amdhdaudbus.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDABus\WT64A\amdhdaudbus.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","1","1","1","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2016","PATCH_CANDIDATE","ProjectionCandidate","8","0","8","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2019","PATCH_CANDIDATE","ProjectionCandidate","8","0","8","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2022","PATCH_CANDIDATE","ProjectionCandidate","8","0","8","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\HDMI\WT64A\AtihdWT6.inf","Windows Server 2025","PATCH_CANDIDATE","ProjectionCandidate","8","0","8","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2019","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SAFD\WT64A\amdsafd.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","2","2","2","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWC\WT64A\amdsdwc.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWC\WT64A\amdsdwc.inf","Windows Server 2019","REVIEW_REQUIRED","WdfRequirementReview","7","7","7","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWC\WT64A\amdsdwc.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","7","7","7","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWC\WT64A\amdsdwc.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","7","7","7","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWS\WT64A\amdsdws.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWS\WT64A\amdsdws.inf","Windows Server 2019","REVIEW_REQUIRED","WdfRequirementReview","11","11","11","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWS\WT64A\amdsdws.inf","Windows Server 2022","NATIVE_CANDIDATE","NativeCandidate","11","11","11","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWS\WT64A\amdsdws.inf","Windows Server 2025","NATIVE_CANDIDATE","NativeCandidate","11","11","11","NotEstablished"
"25.11.1","Main","d0_whql-amd-software-adrenalin-edition-25.11.1-win11-s.exe_f1491c02bfe4\Packages\Drivers\Audio\SDWS\WT64A\amdsdwsext\amdsdwsext.inf","Windows Server 2016","NOT_APPLICABLE","NotApplicable","0","0","0","NotEstablished"
